source_id,section,locator_kind,locator,disposition,contract_ids,notes
S04,Longitudinal bipolar  fast activity associated with each discharge,slide,85,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,code as +F if the fast activity is part of the RDA or PD pattern and not simply part of the background activity Longitudinal bipolar ,slide,86,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,PERIODIC DISCHARGES PLUS RDA ( PDs+R,slide,87,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,RHYTHMIC DELTA ACTIVITY PLUS SPIKES or SHARP WAVES (RDA+S) Rhythmic delta activity (in this case over the left hemisphere) with associated spikes.,slide,88,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,Spiky LPDs+F 89,slide,89,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,Spiky LPDs+F 90,slide,90,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,What is the best way to describe this pattern? ,slide,91,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,"Left LRDA, 1.5-2 Hz Lateralized Rhythmic Delta Activity, LRDA+S ",slide,92,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,93 What is the correct term of this pattern?,slide,93,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,94 Lateralized Periodic Discharges with superimposed Rhythmic Delta Activity: LPD+R,slide,94,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,Please describe the pattern,slide,95,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,"Lateralized Periodic Discharges + R (Ictal-Interictal Continuum, IIC) 1.5-2 Hz LPD+R, therefore ",slide,96,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,EXTREME DELTA BRUSH (EDB) “Extreme Delta Brush (EDB)”:,slide,97,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,[No text; inspect visual media],slide,98,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,EXTREME DELTA BRUSH (EDB),slide,99,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,EXTREME DELTA BRUSH (EDB) This is not +F since the fast activity is present even when the RDA is not.,slide,100,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,What is the correct term for this pattern?,slide,101,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,"Generalized Periodic Discharges with superimposed fast activity (GPD+F)  (Bifrontal maximum, 0.5 Hz):  ",slide,102,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,Evolving and fluctuating refer to changes in at least one of the following: Frequency,slide,103,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,"At least 2 unequivocal, sequential changes in frequency, morphology or location defined as follows:  Frequency: ",slide,104,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,"EVOLUTION OF FREQUENCY At least 2 unequivocal, sequential changes in frequency defined as follows: Evolution in ",slide,105,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,106 At least 2 consecutive changes to a novel morphology. ,slide,106,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,107 At least 2 consecutive changes to a novel morphology. ,slide,107,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,"At least 3 changes, <1 min apart, in:  Frequency ",slide,108,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,FLUCTUATION in FREQUENCY >,slide,109,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,Please describe the pattern,slide,110,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,"111 Lateralized Periodic Discharges, fluctuating. ",slide,111,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,FLUCTUATION in LOCATION >,slide,112,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,FLUCTUATION in LOCATION,slide,113,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,"Many patterns including seizures can be reproducibly brought about or exacerbated by an alerting stimulus, with or without clinical alerting, when a patient is in their less-stimul",slide,114,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,Describe the EEG changes following stimulation with sternal rub at the time of the red bar,slide,115,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,"Stimulus Induced Generalized Periodic Discharges, SI-GPD (0.5 Hz) ",slide,116,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,SIRPIDs: example 2B Reproduced with permission from ,slide,117,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,"SIRPIDs: example 2B Stimulus-Induced Seizure (electroclinical sz.), SI-Seizure: ",slide,118,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,D. Electrographic and Electroclinical Seizures,slide,119,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,ELECTROGRAPHIC AND ELECTROCLINICAL SEIZURES,slide,120,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,"CLINICAL SUSPICION of nonconvulsive status epilepticus, NCSE  (without preexisting epileptic encephalopathy)",slide,121,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,"CLINICAL SUSPICION of nonconvulsive status epilepticus, NCSE  (without preexisting epileptic encephalopathy)",slide,122,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,Electrographic and Electroclinical Seizures,slide,123,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,"Reproduced with permission from Hirsch LJ, Fong MWK, Brenner RP. Atlas of EEG in Critical Care, second edition, Wiley: 2022 How would you best describe the 3 pages of EEG (compress",slide,124,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,"Reproduced with permission from Hirsch LJ, Fong MWK, Brenner RP. Atlas of EEG in Critical Care, second edition, Wiley: 2022 How would you best describe the 3 pages of EEG (compress",slide,125,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,"Reproduced with permission from Hirsch LJ, Fong MWK, Brenner RP. Atlas of EEG in Critical Care, second edition, Wiley: 2022 How would you best describe the 3 pages of EEG (compress",slide,126,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,Page 1 Page 2,slide,127,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,Electroclinical Seizures,slide,128,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,"What is the correct term for this pattern? Reproduced with permission from Hirsch LJ, Fong MWK, Brenner RP. Atlas of EEG in Critical Care, second edition, Wiley: 2022",slide,129,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,"130 Lateralized Periodic Discharges time locked with contralateral motor semiology (see bottom channel); thus, this is an ",slide,130,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,89 y.o. woman found confused with minor movements of extremities and later in face. Please describe the pattern,slide,131,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,"Muscle artifacts due to time-locked jerks Lateralized Periodic Discharges time locked with contralateral motor semiology; thus, this is an ",slide,132,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,E. Brief potentially Ictal Rhythmic Discharges (BIRDs),slide,133,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,BRIEF POTENTIALLY ICTAL RHYTHMIC DISCHARGES (BIRDs),slide,134,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,BRIEF POTENTIALLY ICTAL RHYTHMIC DISCHARGES Brief Potentially Ictal Rhythmic Discharges (BIRDs):,slide,135,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,BRIEF POTENTIALLY ICTAL RHYTHMIC DISCHARGES Brief Potentially Ictal Rhythmic Discharges (BIRDs):,slide,136,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,How would you describe the underlined patterns?,slide,137,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,"138 Brief Potentially Ictal Rhythmic Discharges, similar to sporadic epileptiform discharges =  DEFINITE BIRDs ",slide,138,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,BRIEF POTENTIALLY ICTAL RHYTHMIC DISCHARGES OR… ,slide,139,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,BRIEF POTENTIALLY ICTAL RHYTHMIC DISCHARGES,slide,140,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,F. Ictal-Interictal Continuum (IIC),slide,141,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,ICTAL-INTERICTAL CONTINUUM (IIC) A. Any PD or SW pattern that averages >1.0 Hz and ,slide,142,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,ICTAL-INTERICTAL CONTINUUM (IIC) PLUS-MODIFIERs,slide,143,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,"ICTAL-INTERICTAL CONTINUUM (IIC) B. Any PD or SW pattern that averages ≥0.5 Hz and ≤1.0 Hz over 10 seconds (≥5 and ≤10 discharges in 10 s), AND has a plus modifier or ",slide,144,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,ICTAL-INTERICTAL CONTINUUM (IIC) PLUS-MODIFIER,slide,145,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,ICTAL-INTERICTAL CONTINUUM (IIC) Fluctuation,slide,146,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,What pattern is this? Part 1 of 3,slide,147,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,"Part 1 of 3 Generalized Periodic Discharges (GPDs), 1.0 Hz, no plus; not on IIC.  ",slide,148,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,Part 2 of 3 How has the EEG changed compared to the prior page?,slide,149,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,150 Part 2 of 3,slide,150,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,Part 3 of 4 Part 3 of 3,slide,151,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,GPDs with fluctuating frequency and rhythmic activity; fluctuating GPDs +R,slide,152,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S04,END Thank you for completing the ACNS Critical Care EEG Terminology Training Module,slide,153,context,,Structural slide-text inventory only. Supplemental examples/notes/media require visual adjudication before exemplar use; S01/S09 control definitions.
S06,Account,html_heading,heading-1,context,,Contextual developmental reference; extended normal-development contracts deferred beyond core ACNS scope.
S06,Bookshelf,html_heading,heading-2,context,,Contextual developmental reference; extended normal-development contracts deferred beyond core ACNS scope.
S06,"Electroencephalography (EEG): An Introductory Text and Atlas of Normal and Abnormal Findings in Adults, Children, and Infants [Internet].",html_heading,heading-3,context,,Contextual developmental reference; extended normal-development contracts deferred beyond core ACNS scope.
S06,"The Developmental EEG: Premature, Neonatal, Infant, and Children",html_heading,heading-4,context,,Contextual developmental reference; extended normal-development contracts deferred beyond core ACNS scope.
S06,Neonatal EEG,html_heading,heading-5,context,,Contextual developmental reference; extended normal-development contracts deferred beyond core ACNS scope.
S06,Figure 19.,html_heading,heading-6,context,,Contextual developmental reference; extended normal-development contracts deferred beyond core ACNS scope.
S06,Figure 20.,html_heading,heading-7,context,,Contextual developmental reference; extended normal-development contracts deferred beyond core ACNS scope.
S06,Figure 21.,html_heading,heading-8,context,,Contextual developmental reference; extended normal-development contracts deferred beyond core ACNS scope.
S06,Figure 22.,html_heading,heading-9,context,,Contextual developmental reference; extended normal-development contracts deferred beyond core ACNS scope.
S06,Figure 23.,html_heading,heading-10,context,,Contextual developmental reference; extended normal-development contracts deferred beyond core ACNS scope.
S06,Figure 24.,html_heading,heading-11,context,,Contextual developmental reference; extended normal-development contracts deferred beyond core ACNS scope.
S06,Figure 25.,html_heading,heading-12,context,,Contextual developmental reference; extended normal-development contracts deferred beyond core ACNS scope.
S06,Table 2.,html_heading,heading-13,context,,Contextual developmental reference; extended normal-development contracts deferred beyond core ACNS scope.
S06,Figure 26.,html_heading,heading-14,context,,Contextual developmental reference; extended normal-development contracts deferred beyond core ACNS scope.
S06,Figure 27.,html_heading,heading-15,context,,Contextual developmental reference; extended normal-development contracts deferred beyond core ACNS scope.
S06,Figure 28.,html_heading,heading-16,context,,Contextual developmental reference; extended normal-development contracts deferred beyond core ACNS scope.
S06,Figure 29.,html_heading,heading-17,context,,Contextual developmental reference; extended normal-development contracts deferred beyond core ACNS scope.
S06,Figure 30.,html_heading,heading-18,context,,Contextual developmental reference; extended normal-development contracts deferred beyond core ACNS scope.
S06,Figure 31.,html_heading,heading-19,context,,Contextual developmental reference; extended normal-development contracts deferred beyond core ACNS scope.
S06,Table 3.,html_heading,heading-20,context,,Contextual developmental reference; extended normal-development contracts deferred beyond core ACNS scope.
S06,Figure 32.,html_heading,heading-21,context,,Contextual developmental reference; extended normal-development contracts deferred beyond core ACNS scope.
S06,Figure 33.,html_heading,heading-22,context,,Contextual developmental reference; extended normal-development contracts deferred beyond core ACNS scope.
S06,Figure 34.,html_heading,heading-23,context,,Contextual developmental reference; extended normal-development contracts deferred beyond core ACNS scope.
S06,Figure 35.,html_heading,heading-24,context,,Contextual developmental reference; extended normal-development contracts deferred beyond core ACNS scope.
S06,Figure 36.,html_heading,heading-25,context,,Contextual developmental reference; extended normal-development contracts deferred beyond core ACNS scope.
S06,Infant and Pediatric Developmental Changes in the EEG,html_heading,heading-26,context,,Contextual developmental reference; extended normal-development contracts deferred beyond core ACNS scope.
S06,Figure 37.,html_heading,heading-27,context,,Contextual developmental reference; extended normal-development contracts deferred beyond core ACNS scope.
S06,Figure 40.,html_heading,heading-28,context,,Contextual developmental reference; extended normal-development contracts deferred beyond core ACNS scope.
S06,Figure 41.,html_heading,heading-29,context,,Contextual developmental reference; extended normal-development contracts deferred beyond core ACNS scope.
S06,Figure 42.,html_heading,heading-30,context,,Contextual developmental reference; extended normal-development contracts deferred beyond core ACNS scope.
S06,Figure 38.,html_heading,heading-31,context,,Contextual developmental reference; extended normal-development contracts deferred beyond core ACNS scope.
S06,Figure 39.,html_heading,heading-32,context,,Contextual developmental reference; extended normal-development contracts deferred beyond core ACNS scope.
S06,Figure 43.,html_heading,heading-33,context,,Contextual developmental reference; extended normal-development contracts deferred beyond core ACNS scope.
S06,Figure 44.,html_heading,heading-34,context,,Contextual developmental reference; extended normal-development contracts deferred beyond core ACNS scope.
S06,Figure 45.,html_heading,heading-35,context,,Contextual developmental reference; extended normal-development contracts deferred beyond core ACNS scope.
S06,Figure 46.,html_heading,heading-36,context,,Contextual developmental reference; extended normal-development contracts deferred beyond core ACNS scope.
S06,Figure 47.,html_heading,heading-37,context,,Contextual developmental reference; extended normal-development contracts deferred beyond core ACNS scope.
S06,Views,html_heading,heading-38,context,,Contextual developmental reference; extended normal-development contracts deferred beyond core ACNS scope.
S06,In this Page,html_heading,heading-39,context,,Contextual developmental reference; extended normal-development contracts deferred beyond core ACNS scope.
S06,Recent Activity,html_heading,heading-40,context,,Contextual developmental reference; extended normal-development contracts deferred beyond core ACNS scope.
S07,Neonatal EEG graded for severity of background abnormalities in hypoxic-ischaemic encephalopathy,html_heading,heading-1,context,,Dataset descriptor/protocol context for P3; not a standalone ACNS rule.
S07,Abstract,html_heading,heading-2,context,,Dataset descriptor/protocol context for P3; not a standalone ACNS rule.
S07,Similar content being viewed by others,html_heading,heading-3,context,,Dataset descriptor/protocol context for P3; not a standalone ACNS rule.
S07,Quantitative EEG and prediction of outcome in neonatal encephalopathy: a review,html_heading,heading-4,context,,Dataset descriptor/protocol context for P3; not a standalone ACNS rule.
S07,Quantitative EEG features during the first day correlate to clinical outcome in perinatal asphyxia,html_heading,heading-5,context,,Dataset descriptor/protocol context for P3; not a standalone ACNS rule.
S07,Early outcome-prediction with an automated EEG background trend in hypothermia-treated newborns with encephalopathy,html_heading,heading-6,context,,Dataset descriptor/protocol context for P3; not a standalone ACNS rule.
S07,Explore related subjects,html_heading,heading-7,context,,Dataset descriptor/protocol context for P3; not a standalone ACNS rule.
S07,Background & Summary,html_heading,heading-8,context,,Dataset descriptor/protocol context for P3; not a standalone ACNS rule.
S07,Methods,html_heading,heading-9,context,,Dataset descriptor/protocol context for P3; not a standalone ACNS rule.
S07,Patients,html_heading,heading-10,context,,Dataset descriptor/protocol context for P3; not a standalone ACNS rule.
S07,EEG,html_heading,heading-11,context,,Dataset descriptor/protocol context for P3; not a standalone ACNS rule.
S07,Data Records,html_heading,heading-12,context,,Dataset descriptor/protocol context for P3; not a standalone ACNS rule.
S07,Technical Validation,html_heading,heading-13,context,,Dataset descriptor/protocol context for P3; not a standalone ACNS rule.
S07,Usage Notes,html_heading,heading-14,context,,Dataset descriptor/protocol context for P3; not a standalone ACNS rule.
S07,Code availability,html_heading,heading-15,context,,Dataset descriptor/protocol context for P3; not a standalone ACNS rule.
S07,References,html_heading,heading-16,context,,Dataset descriptor/protocol context for P3; not a standalone ACNS rule.
S07,Acknowledgements,html_heading,heading-17,context,,Dataset descriptor/protocol context for P3; not a standalone ACNS rule.
S07,Author information,html_heading,heading-18,context,,Dataset descriptor/protocol context for P3; not a standalone ACNS rule.
S07,Authors and Affiliations,html_heading,heading-19,context,,Dataset descriptor/protocol context for P3; not a standalone ACNS rule.
S07,Contributions,html_heading,heading-20,context,,Dataset descriptor/protocol context for P3; not a standalone ACNS rule.
S07,Corresponding author,html_heading,heading-21,context,,Dataset descriptor/protocol context for P3; not a standalone ACNS rule.
S07,Ethics declarations,html_heading,heading-22,context,,Dataset descriptor/protocol context for P3; not a standalone ACNS rule.
S07,Competing interests,html_heading,heading-23,context,,Dataset descriptor/protocol context for P3; not a standalone ACNS rule.
S07,Additional information,html_heading,heading-24,context,,Dataset descriptor/protocol context for P3; not a standalone ACNS rule.
S07,Rights and permissions,html_heading,heading-25,context,,Dataset descriptor/protocol context for P3; not a standalone ACNS rule.
S07,About this article,html_heading,heading-26,context,,Dataset descriptor/protocol context for P3; not a standalone ACNS rule.
S07,Cite this article,html_heading,heading-27,context,,Dataset descriptor/protocol context for P3; not a standalone ACNS rule.
S07,Share this article,html_heading,heading-28,context,,Dataset descriptor/protocol context for P3; not a standalone ACNS rule.
S07,Explore content,html_heading,heading-29,context,,Dataset descriptor/protocol context for P3; not a standalone ACNS rule.
S07,About the journal,html_heading,heading-30,context,,Dataset descriptor/protocol context for P3; not a standalone ACNS rule.
S07,Publish with us,html_heading,heading-31,context,,Dataset descriptor/protocol context for P3; not a standalone ACNS rule.
S07,Search,html_heading,heading-32,context,,Dataset descriptor/protocol context for P3; not a standalone ACNS rule.
S07,Quick links,html_heading,heading-33,context,,Dataset descriptor/protocol context for P3; not a standalone ACNS rule.
S07,nature.com footer links,html_heading,heading-34,context,,Dataset descriptor/protocol context for P3; not a standalone ACNS rule.
S07,About Nature Portfolio,html_heading,heading-35,context,,Dataset descriptor/protocol context for P3; not a standalone ACNS rule.
S07,Discover content,html_heading,heading-36,context,,Dataset descriptor/protocol context for P3; not a standalone ACNS rule.
S07,Publishing policies,html_heading,heading-37,context,,Dataset descriptor/protocol context for P3; not a standalone ACNS rule.
S07,Author & Researcher services,html_heading,heading-38,context,,Dataset descriptor/protocol context for P3; not a standalone ACNS rule.
S07,Libraries & institutions,html_heading,heading-39,context,,Dataset descriptor/protocol context for P3; not a standalone ACNS rule.
S07,Advertising & partnerships,html_heading,heading-40,context,,Dataset descriptor/protocol context for P3; not a standalone ACNS rule.
S07,Professional development,html_heading,heading-41,context,,Dataset descriptor/protocol context for P3; not a standalone ACNS rule.
S07,Regional websites,html_heading,heading-42,context,,Dataset descriptor/protocol context for P3; not a standalone ACNS rule.
S02,Whole source disposition,section,,context,,Guideline directory; discovery context. Unrelated technical guidelines are outside the selected P2 terminology authorities.
S05,Whole source disposition,section,,context,,Neonatal journal mirror; S09 is the pinned operational authority. Do not count as an independent consensus.
S08,Whole source disposition,section,,out_of_scope,,Full text unavailable. Hypsarrhythmia methods are deferred; no thresholds extracted from metadata.
S10,Whole source disposition,section,,context,,Cork term-HIE metadata; reference eligibility and waveform mapping belong to P3.
S11,Whole source disposition,section,,context,,Helsinki neonatal metadata; same cohort across linked versions; waveform mapping belongs to P3.
S12,Whole source disposition,section,,context,,CHB-MIT metadata and license; P3 pediatric reference eligibility.
S13,Whole source disposition,section,,context,,Siena metadata and license; P3 adult reference eligibility.
S14,Whole source disposition,section,,context,,Public I-CARE metadata/license; NC/SA eligibility conditional; LPD/LRDA availability unconfirmed.
S15,Whole source disposition,section,,context,,"OpenNeuro infant metadata; developmental extension candidate, not a primary ACNS definition."
S16,Whole source disposition,section,,out_of_scope,,Direct retrieval unusable; bibliographic context only; no operational definitions inferred.
S17,Whole source disposition,section,,out_of_scope,,Direct retrieval unusable; bibliographic context only; no operational definitions inferred.
S18,Whole source disposition,section,,context,,"CC BY legal terms; rights context, not clinical terminology."
S19,Whole source disposition,section,,context,,"ODC-By legal terms; rights context, not clinical terminology."
S20,Whole source disposition,section,,context,,"CC BY-NC-SA legal terms; rights context, not clinical terminology."
S21,Whole source disposition,section,,out_of_scope,,Crossref identity verification for S08 only; no full-text methods.
